"County","State","FIPS Code","Formatted FIPS","Average annual wage in the specialty trade contractors industry "
"Steuben","NY","36101","=""36101""","40679"
"Suffolk","NY","36103","=""36103""","68422"
"Sullivan","NY","36105","=""36105""","51302"
"Tioga","NY","36107","=""36107""","45628"
"Tompkins","NY","36109","=""36109""","50017"
"Ulster","NY","36111","=""36111""","53325"
"Warren","NY","36113","=""36113""","56494"
"Washington","NY","36115","=""36115""","53186"
"Wayne","NY","36117","=""36117""","44251"
"Westchester","NY","36119","=""36119""","74554"
"Wyoming","NY","36121","=""36121""","40816"
"Yates","NY","36123","=""36123""","42777"
"Alamance","NC","37001","=""37001""","45250"
"Alexander","NC","37003","=""37003""","33970"
"Alleghany","NC","37005","=""37005""","28133"
"Anson","NC","37007","=""37007""","35243"
"Ashe","NC","37009","=""37009""","30748"
"Avery","NC","37011","=""37011""","42303"
"Beaufort","NC","37013","=""37013""","34474"
"Bertie","NC","37015","=""37015""","31698"
"Bladen","NC","37017","=""37017""","41976"
"Brunswick","NC","37019","=""37019""","41913"
"Buncombe","NC","37021","=""37021""","47308"
"Burke","NC","37023","=""37023""","38551"
"Cabarrus","NC","37025","=""37025""","48271"
"Caldwell","NC","37027","=""37027""","35475"
"Camden","NC","37029","=""37029""","30463"
"Carteret","NC","37031","=""37031""","37935"
"Caswell","NC","37033","=""37033""","40393"
"Catawba","NC","37035","=""37035""","43095"
"Chatham","NC","37037","=""37037""","43445"
"Cherokee","NC","37039","=""37039""","38581"
"Chowan","NC","37041","=""37041""","34586"
"Clay","NC","37043","=""37043""","51168"
"Cleveland","NC","37045","=""37045""","47405"
"Columbus","NC","37047","=""37047""","37297"
"Craven","NC","37049","=""37049""","41921"
"Cumberland","NC","37051","=""37051""","44370"
"Currituck","NC","37053","=""37053""","39900"
"Dare","NC","37055","=""37055""","42102"
"Davidson","NC","37057","=""37057""","41937"
"Davie","NC","37059","=""37059""","42641"
"Duplin","NC","37061","=""37061""","40066"
"Durham","NC","37063","=""37063""","51484"
"Edgecombe","NC","37065","=""37065""","43309"
"Forsyth","NC","37067","=""37067""","49001"
"Franklin","NC","37069","=""37069""","43540"
"Gaston","NC","37071","=""37071""","44751"
"Gates","NC","37073","=""37073""","24722"
"Graham","NC","37075","=""37075""","54916"
"Granville","NC","37077","=""37077""","40178"
"Greene","NC","37079","=""37079""","42914"
"Guilford","NC","37081","=""37081""","52634"
"Halifax","NC","37083","=""37083""","47130"
"Harnett","NC","37085","=""37085""","39516"
"Haywood","NC","37087","=""37087""","40084"
"Henderson","NC","37089","=""37089""","43965"
"Hertford","NC","37091","=""37091""","41234"
"Hoke","NC","37093","=""37093""","41637"
"Hyde","NC","37095","=""37095""","36297"
"Iredell","NC","37097","=""37097""","50763"
"Jackson","NC","37099","=""37099""","33493"
"Johnston","NC","37101","=""37101""","46208"
"Jones","NC","37103","=""37103""","33896"
"Lee","NC","37105","=""37105""","47648"
"Lenoir","NC","37107","=""37107""","42202"
"Lincoln","NC","37109","=""37109""","49884"
"McDowell","NC","37111","=""37111""","36734"
"Macon","NC","37113","=""37113""","37099"
"Madison","NC","37115","=""37115""","42104"
"Martin","NC","37117","=""37117""","43362"
"Mecklenburg","NC","37119","=""37119""","58635"
"Mitchell","NC","37121","=""37121""","41797"
"Montgomery","NC","37123","=""37123""","N/A"
"Moore","NC","37125","=""37125""","38750"
"Nash","NC","37127","=""37127""","46142"
"New Hanover","NC","37129","=""37129""","44040"
"Northampton","NC","37131","=""37131""","61105"
"Onslow","NC","37133","=""37133""","37694"
"Orange","NC","37135","=""37135""","47912"
"Pamlico","NC","37137","=""37137""","36242"
"Pasquotank","NC","37139","=""37139""","37470"
"Pender","NC","37141","=""37141""","40061"
"Perquimans","NC","37143","=""37143""","27323"
"Person","NC","37145","=""37145""","39958"
"Pitt","NC","37147","=""37147""","44044"
"Polk","NC","37149","=""37149""","32674"
"Randolph","NC","37151","=""37151""","46763"
"Richmond","NC","37153","=""37153""","44813"
"Robeson","NC","37155","=""37155""","40220"
"Rockingham","NC","37157","=""37157""","41471"
"Rowan","NC","37159","=""37159""","50713"
"Rutherford","NC","37161","=""37161""","52147"
"Sampson","NC","37163","=""37163""","41549"
"Scotland","NC","37165","=""37165""","47012"
"Stanly","NC","37167","=""37167""","44060"
"Stokes","NC","37169","=""37169""","45454"
"Surry","NC","37171","=""37171""","78662"
"Swain","NC","37173","=""37173""","40051"
"Transylvania","NC","37175","=""37175""","39180"
"Tyrrell","NC","37177","=""37177""","31153"
"Union","NC","37179","=""37179""","53918"
"Vance","NC","37181","=""37181""","36526"
"Wake","NC","37183","=""37183""","54647"
"Warren","NC","37185","=""37185""","26989"
"Washington","NC","37187","=""37187""","N/A"
"Watauga","NC","37189","=""37189""","39038"
"Wayne","NC","37191","=""37191""","44511"
"Wilkes","NC","37193","=""37193""","38421"
"Wilson","NC","37195","=""37195""","46947"
"Yadkin","NC","37197","=""37197""","49683"
"Yancey","NC","37199","=""37199""","41548"
"Adams","ND","38001","=""38001""","40575"
"Barnes","ND","38003","=""38003""","51782"
"Benson","ND","38005","=""38005""","52049"
"Billings","ND","38007","=""38007""","N/A"
"Bottineau","ND","38009","=""38009""","44921"
"Bowman","ND","38011","=""38011""","64873"
"Burke","ND","38013","=""38013""","N/A"
"Burleigh","ND","38015","=""38015""","55149"
"Cass","ND","38017","=""38017""","54385"
"Cavalier","ND","38019","=""38019""","36453"
"Dickey","ND","38021","=""38021""","33100"
"Divide","ND","38023","=""38023""","44800"
"Dunn","ND","38025","=""38025""","88803"
"Eddy","ND","38027","=""38027""","N/A"
"Emmons","ND","38029","=""38029""","41825"
"Foster","ND","38031","=""38031""","37355"
"Golden Valley","ND","38033","=""38033""","40191"
"Grand Forks","ND","38035","=""38035""","57455"
"Grant","ND","38037","=""38037""","N/A"
"Griggs","ND","38039","=""38039""","24621"
"Hettinger","ND","38041","=""38041""","50793"
"Kidder","ND","38043","=""38043""","N/A"
"LaMoure","ND","38045","=""38045""","41139"
"Logan","ND","38047","=""38047""","N/A"
"McHenry","ND","38049","=""38049""","31517"
"McIntosh","ND","38051","=""38051""","24814"
"McKenzie","ND","38053","=""38053""","85739"
"McLean","ND","38055","=""38055""","39702"
"Mercer","ND","38057","=""38057""","70545"
"Morton","ND","38059","=""38059""","57387"
"Mountrail","ND","38061","=""38061""","85765"
"Nelson","ND","38063","=""38063""","44718"
"Oliver","ND","38065","=""38065""","N/A"
"Pembina","ND","38067","=""38067""","46900"
"Pierce","ND","38069","=""38069""","43120"
"Ramsey","ND","38071","=""38071""","44367"
"Ransom","ND","38073","=""38073""","50742"
"Renville","ND","38075","=""38075""","52573"
"Richland","ND","38077","=""38077""","48339"
"Rolette","ND","38079","=""38079""","23683"
"Sargent","ND","38081","=""38081""","60508"
"Sheridan","ND","38083","=""38083""","N/A"
"Sioux","ND","38085","=""38085""","N/A"
"Slope","ND","38087","=""38087""","N/A"
"Stark","ND","38089","=""38089""","76795"
"Steele","ND","38091","=""38091""","N/A"
"Stutsman","ND","38093","=""38093""","47580"
"Towner","ND","38095","=""38095""","N/A"
"Traill","ND","38097","=""38097""","54613"
"Walsh","ND","38099","=""38099""","47194"
"Ward","ND","38101","=""38101""","54672"
"Wells","ND","38103","=""38103""","23499"
"Williams","ND","38105","=""38105""","84145"
"Adams","OH","39001","=""39001""","36190"
"Allen","OH","39003","=""39003""","50636"
"Ashland","OH","39005","=""39005""","55754"
"Ashtabula","OH","39007","=""39007""","42435"
"Athens","OH","39009","=""39009""","40155"
"Auglaize","OH","39011","=""39011""","49347"
"Belmont","OH","39013","=""39013""","60812"
"Brown","OH","39015","=""39015""","42655"
"Butler","OH","39017","=""39017""","55618"
"Carroll","OH","39019","=""39019""","44889"
"Champaign","OH","39021","=""39021""","42351"
"Clark","OH","39023","=""39023""","44641"
"Clermont","OH","39025","=""39025""","48503"
"Clinton","OH","39027","=""39027""","40930"
"Columbiana","OH","39029","=""39029""","48918"
"Coshocton","OH","39031","=""39031""","50975"
"Crawford","OH","39033","=""39033""","42573"
"Cuyahoga","OH","39035","=""39035""","61471"
"Darke","OH","39037","=""39037""","47088"
"Defiance","OH","39039","=""39039""","45960"
"Delaware","OH","39041","=""39041""","58286"
"Erie","OH","39043","=""39043""","49205"
"Fairfield","OH","39045","=""39045""","49473"
"Fayette","OH","39047","=""39047""","59720"
"Franklin","OH","39049","=""39049""","60539"
"Fulton","OH","39051","=""39051""","41088"
"Gallia","OH","39053","=""39053""","43940"
"Geauga","OH","39055","=""39055""","51868"
"Greene","OH","39057","=""39057""","47699"
"Guernsey","OH","39059","=""39059""","44734"
"Hamilton","OH","39061","=""39061""","59680"
"Hancock","OH","39063","=""39063""","53425"
"Hardin","OH","39065","=""39065""","31050"
"Harrison","OH","39067","=""39067""","42658"
"Henry","OH","39069","=""39069""","51048"
"Highland","OH","39071","=""39071""","40996"
"Hocking","OH","39073","=""39073""","36980"
"Holmes","OH","39075","=""39075""","48511"
"Huron","OH","39077","=""39077""","56839"
"Jackson","OH","39079","=""39079""","N/A"
"Jefferson","OH","39081","=""39081""","59197"
"Knox","OH","39083","=""39083""","42778"
"Lake","OH","39085","=""39085""","54090"
"Lawrence","OH","39087","=""39087""","45595"
"Licking","OH","39089","=""39089""","45304"
"Logan","OH","39091","=""39091""","47249"
"Lorain","OH","39093","=""39093""","50198"
"Lucas","OH","39095","=""39095""","60725"
"Madison","OH","39097","=""39097""","45777"
"Mahoning","OH","39099","=""39099""","59137"
"Marion","OH","39101","=""39101""","49994"
"Medina","OH","39103","=""39103""","51771"
"Meigs","OH","39105","=""39105""","36708"
"Mercer","OH","39107","=""39107""","54032"
"Miami","OH","39109","=""39109""","54290"
"Monroe","OH","39111","=""39111""","40570"
"Montgomery","OH","39113","=""39113""","54927"
"Morgan","OH","39115","=""39115""","50894"
"Morrow","OH","39117","=""39117""","40046"
"Muskingum","OH","39119","=""39119""","47027"
"Noble","OH","39121","=""39121""","31727"
"Ottawa","OH","39123","=""39123""","40402"
"Paulding","OH","39125","=""39125""","38650"
"Perry","OH","39127","=""39127""","42472"
"Pickaway","OH","39129","=""39129""","53556"
"Pike","OH","39131","=""39131""","44445"
"Portage","OH","39133","=""39133""","47939"
"Preble","OH","39135","=""39135""","46053"
"Putnam","OH","39137","=""39137""","46056"
"Richland","OH","39139","=""39139""","47471"
"Ross","OH","39141","=""39141""","44496"
"Sandusky","OH","39143","=""39143""","54285"
"Scioto","OH","39145","=""39145""","46072"
"Seneca","OH","39147","=""39147""","48887"
"Shelby","OH","39149","=""39149""","61322"
"Stark","OH","39151","=""39151""","52331"
"Summit","OH","39153","=""39153""","59397"
"Trumbull","OH","39155","=""39155""","52736"
"Tuscarawas","OH","39157","=""39157""","54942"
"Union","OH","39159","=""39159""","56637"
"Van Wert","OH","39161","=""39161""","57289"
"Vinton","OH","39163","=""39163""","32916"
"Warren","OH","39165","=""39165""","55600"
"Washington","OH","39167","=""39167""","56622"
"Wayne","OH","39169","=""39169""","46932"
"Williams","OH","39171","=""39171""","54220"
"Wood","OH","39173","=""39173""","62925"
"Wyandot","OH","39175","=""39175""","64577"
"Adair","OK","40001","=""40001""","N/A"
"Alfalfa","OK","40003","=""40003""","82541"
"Atoka","OK","40005","=""40005""","N/A"
"Beaver","OK","40007","=""40007""","41504"
"Beckham","OK","40009","=""40009""","45631"
"Blaine","OK","40011","=""40011""","46712"
"Bryan","OK","40013","=""40013""","41878"
"Caddo","OK","40015","=""40015""","39790"
"Canadian","OK","40017","=""40017""","43445"
"Carter","OK","40019","=""40019""","53330"
"Cherokee","OK","40021","=""40021""","38553"
"Choctaw","OK","40023","=""40023""","31140"
"Cimarron","OK","40025","=""40025""","N/A"
"Cleveland","OK","40027","=""40027""","46426"
"Coal","OK","40029","=""40029""","34734"
"Comanche","OK","40031","=""40031""","38923"
"Cotton","OK","40033","=""40033""","30159"
"Craig","OK","40035","=""40035""","33077"
"Creek","OK","40037","=""40037""","51506"
"Custer","OK","40039","=""40039""","41417"
"Delaware","OK","40041","=""40041""","36141"
"Dewey","OK","40043","=""40043""","36653"
"Ellis","OK","40045","=""40045""","N/A"
"Garfield","OK","40047","=""40047""","49136"
"Garvin","OK","40049","=""40049""","45696"
"Grady","OK","40051","=""40051""","48514"
"Grant","OK","40053","=""40053""","56828"
"Greer","OK","40055","=""40055""","22755"
"Harmon","OK","40057","=""40057""","N/A"
"Harper","OK","40059","=""40059""","N/A"
"Haskell","OK","40061","=""40061""","34477"
"Hughes","OK","40063","=""40063""","N/A"
"Jackson","OK","40065","=""40065""","38033"
"Jefferson","OK","40067","=""40067""","31857"
"Johnston","OK","40069","=""40069""","N/A"
"Kay","OK","40071","=""40071""","52310"
"Kingfisher","OK","40073","=""40073""","42620"
"Kiowa","OK","40075","=""40075""","30377"
"Latimer","OK","40077","=""40077""","37942"
"Le Flore","OK","40079","=""40079""","39975"
"Lincoln","OK","40081","=""40081""","31724"
"Logan","OK","40083","=""40083""","42556"
"Love","OK","40085","=""40085""","N/A"
"McClain","OK","40087","=""40087""","42993"
"McCurtain","OK","40089","=""40089""","52636"
"McIntosh","OK","40091","=""40091""","41214"
"Major","OK","40093","=""40093""","52204"
"Marshall","OK","40095","=""40095""","32042"
"Mayes","OK","40097","=""40097""","52451"
"Murray","OK","40099","=""40099""","N/A"
"Muskogee","OK","40101","=""40101""","44533"
"Noble","OK","40103","=""40103""","46985"
"Nowata","OK","40105","=""40105""","33645"
"Okfuskee","OK","40107","=""40107""","33445"
"Oklahoma","OK","40109","=""40109""","51876"
"Okmulgee","OK","40111","=""40111""","53978"
"Osage","OK","40113","=""40113""","47257"
"Ottawa","OK","40115","=""40115""","27636"
"Pawnee","OK","40117","=""40117""","42214"
"Payne","OK","40119","=""40119""","50768"
"Pittsburg","OK","40121","=""40121""","40659"
"Pontotoc","OK","40123","=""40123""","46558"
"Pottawatomie","OK","40125","=""40125""","35087"
"Pushmataha","OK","40127","=""40127""","33725"
"Roger Mills","OK","40129","=""40129""","N/A"
"Rogers","OK","40131","=""40131""","47409"
"Seminole","OK","40133","=""40133""","41796"
"Sequoyah","OK","40135","=""40135""","33872"
"Stephens","OK","40137","=""40137""","50752"
"Texas","OK","40139","=""40139""","38031"
"Tillman","OK","40141","=""40141""","20908"
"Tulsa","OK","40143","=""40143""","50580"
"Wagoner","OK","40145","=""40145""","47734"
"Washington","OK","40147","=""40147""","40260"
"Washita","OK","40149","=""40149""","N/A"
"Woods","OK","40151","=""40151""","52337"
"Woodward","OK","40153","=""40153""","65234"
"Baker","OR","41001","=""41001""","31588"
"Benton","OR","41003","=""41003""","51945"
"Clackamas","OR","41005","=""41005""","60598"
"Clatsop","OR","41007","=""41007""","40117"
"Columbia","OR","41009","=""41009""","53804"
"Coos","OR","41011","=""41011""","44917"
"Crook","OR","41013","=""41013""","42171"
"Curry","OR","41015","=""41015""","34859"
"Deschutes","OR","41017","=""41017""","47993"
"Douglas","OR","41019","=""41019""","49942"
"Gilliam","OR","41021","=""41021""","N/A"
"Grant","OR","41023","=""41023""","27419"
"Harney","OR","41025","=""41025""","30333"
"Hood River","OR","41027","=""41027""","51736"
"Jackson","OR","41029","=""41029""","47377"
"Jefferson","OR","41031","=""41031""","44148"
